Family,Genus,Species,CommonName,GrowthRate,HardinessZones,Height,Width,Type,Leaf,Flower,Ripen,Reproduction,Soils,pH,Preferences,Tolerances,Habitat,HabitatRange,Edibility,Medicinal,OtherUses,,
Solanaceae,Withania,somnifera,"Ashwagandha - Indian Ginseng, Withania",medium,"[1, 2]",to,0.5,evergreen,"Ovate, dark green, 4-10 cm long","Small, greenish-yellow, bell-shaped",Berries ripen to red in late summer to early fall,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, tolerates poor soil conditions","Open places, disturbed areas etc[192]. An undershrub in stony places[238].","Mediterranean Europe, most of Africa, through W. Asia to Pakistan, India and Sri Lanka.",(1 of 5),(4 of 5),(2 of 5),,
Solanaceae,Solanum,melongena,"Aubergine, Eggplant",medium,"[5, 6, 7, 8, 9, 10]",1,2-3 feet,PERENNIAL,May to October,July to September,August to October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, Heat-tolerant",Not known in the wild.,The origin of this plant is obscure.,(3 of 5),(2 of 5),(0 of 5),,
Solanaceae,Solanum,aethiopicum,"Mock Tomato, Ethiopian nightshade",medium,"[1, 2]",2.5,2-3 feet (60-90 cm),deciduous,"Ovate, dark green, 3-6 inches long",July to September,August to October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, heat-tolerant, tolerates poor soil conditions",Not known,The original range is uncertain.,(3 of 5),(2 of 5),(2 of 5),,
Solanaceae,Solanum,muricatum,Pepino,medium,"[10, 11]",to,1,evergreen,"Ovate, green, with a smooth texture",August to October,September to November,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, tolerates poor soil conditions",Not known,"S. America - Chile, Peru.",(4 of 5),(0 of 5),(0 of 5),,
Solanaceae,Solanum,scabrum,Garden Huckleberry,medium,"[5, 6, 7, 8, 9]",0.6,0.3,ANNUAL,"Ovate, dark green, and slightly hairy",July to September,August to October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, moderately frost-sensitive",Not known in the wild.,A form of S. nigrum derived in cultivation.,(3 of 5),(2 of 5),(0 of 5),,
Solanaceae,Lycium,barbarum,"Goji, Box Thorn, Matrimony vine",medium,"[6, 7, 8, 9]",2.5,4,deciduous,"Lanceolate, 2-8 cm long, green, with a smooth margin",June to August,August to October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[' well-drained soil'],['maritime exposure'],"Hedges, on walls and waste ground[17].",Original habitat is obscure but probably S.E. Europe to S.W. Asia. Naturalized in Britain.,(4 of 5),(3 of 5),(3 of 5),,
Solanaceae,Lycium,chinense,"Chinese Boxthorn, Chinese desert-thorn",medium,"[5, 6, 7, 8, 9]",2.5,2,deciduous,"Lanceolate, 2-5 cm long, green, with a smooth margin",June to August.,Berries turn from green to bright red when ripe,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[' well-drained soil'],['maritime exposure'],Thickets and river banks in lowland C. and S. Japan[58].,"E. Asia - China, Japan. Naturalized in Britain, especially by the sea.",(4 of 5),(3 of 5),(3 of 5),,
Solanaceae,Lycium,pallidum,"Pale Wolfberry, Pale desert-thorn, Rabbit thorn",medium,"[5, 6, 7, 8, 9]",1.8,3-4 feet (0.9-1.2 meters),deciduous,"Linear to lanceolate, 1-2 inches long (2.5-5 cm), gray-green color",May to August.,Late summer to early fall,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[' well-drained soil'],['maritime exposure'],Dry plains and hills.,Central and Southern N. America.,(3 of 5),(2 of 5),(3 of 5),,
Solanaceae,Lycium,ruthenicum,,medium,"[5, 6, 7, 8, 9]",2,1-2 meters,deciduous,"Lanceolate, 2-5 cm long, green","Small, purple to white, bell-shaped",Late summer to early fall,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in saline","[' well-drained soil', 'dry or  moist soil']","['drought', 'maritime exposure']","Higher inner Himalayas, 1800 - 3900 metres[146]. Saline deserts and sands, roadsides at elevations of 400 - 3,000 metres in western China[266].",E. Asia - Himalayas.,(3 of 5),(2 of 5),(3 of 5),,
Hamamelidaceae,Liquidambar,orientalis,Oriental Sweet Gum,slow,[],10,4,deciduous,"Alternate, lobed, glossy green leaves, turning vibrant shades of yellow, orange, and red in the fall",May,October to November,monoecious,"['light', 'medium', 'heavy']",mildly acid and neutral,[' well-drained soil. Suitable pH: mildly acid'],"Drought tolerant once established, moderately tolerant of air pollution","Flood plains, marshy places and valley sides near streams to elevations of 1800 metres in Turkey[93].",W. Asia.,(2 of 5),(3 of 5),(2 of 5),,
Hamamelidaceae,Liquidambar,styraciflua,"Sweet Gum, Red Gum, American Sweet Gum, Red Sweet Gum,",fast,"[5, 6, 7, 8, 9]",25,15,deciduous,"Alternate, star-shaped with 5-7 lobes, glossy green in summer, turning vibrant shades of yellow, orange, and red in fall.",May,October to November,monoecious,"['light', 'medium', 'heavy']",mildly acid and neutral,[' well-drained soil. Suitable pH: mildly acid'],"Drought-tolerant once established, moderately tolerant of urban pollution, prefers well-drained soils but can adapt to a range of soil types.",Swampy woods which are often inundated annually[43] and on rich bottom lands[82].,"Eastern N. America - Connecticut to Florida, west to Texas and Illinois.",(2 of 5),(3 of 5),(3 of 5),,
Crassulaceae,Sedum,divergens,Pacific Stonecrop,medium,"[5, 6, 7, 8, 9]",to,12-18 inches (30-45 cm),evergreen,"Succulent, fleshy, green to reddish, oval-shaped leaves",July to August,August to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral', 'dry or  moist soil']",['drought'],"Rocky slopes in mountains[172]. Alpine to sub-alpine rocky ledges, ridges and talus slopes[60].",Western N. America.,(1 of 5),(1 of 5),(0 of 5),,
Crassulaceae,Sedum,reflexum,Crooked Yellow Stonecrop,medium,"[6, 7, 8, 9]",to,0.3,evergreen,"Succulent, fleshy, and needle-like, with a bluish-green color",July to August,August to September,hermaphrodite,"['light', 'medium', 'heavy']",neutral and basic (mildly alkaline),"[' well-drained soil. Suitable pH: neutral', 'dry or  moist soil']",['drought'],"Walls, shingle and warm grassy places on sandy soils[4, 9]. Avoids acid soils.",C. W. and S. Europe. Naturalized in Britain[17].,(1 of 5),(0 of 5),(2 of 5),,
Grossulariaceae,Ribes,aureum,Golden Currant,medium,"[3, 4, 5, 6, 7, 8]",2.4,3-5 feet,deciduous,"Lobed, dark green, 2-4 inches long",April,July to August,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, shade-tolerant, deer-resistant","By streams, in ravines and on mountain slopes[60, 62]. Rocky slopes and sandy bluffs[274].","Western N. America - Saskatchewan to Washington, south to California. Naturalized in C. Europe.",(4 of 5),(1 of 5),(0 of 5),,
Grossulariaceae,Ribes,californicum,Hillside Gooseberry,medium,"[6, 7, 8, 9]",for,3-5 feet,deciduous,"Lobed, dark green, 3-5 inches long","Small, greenish-yellow, bell-shaped, blooming in spring",Late spring to early summer,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, shade-tolerant, deer-resistant",Open slopes and rocky canyons below 750 metres in California[71].,South-western N. America.,(2 of 5),(0 of 5),(0 of 5),,
Grossulariaceae,Ribes,cereum,Wax Currant,medium,"[4, 5, 6, 7, 8]",1.8,3-4 feet,deciduous,"Lobed, dark green, 2-4 inches long",April,September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, tolerant of poor soil conditions","Canyons, dry ravines, hillsides, prairies and open woodland[62].",Western N. America.,(2 of 5),(1 of 5),(0 of 5),,
Grossulariaceae,Ribes,divaricatum,"Coastal Black Gooseberry, Spreading gooseberry, Parish's gooseberry, Straggly gooseberry",medium,"[4, 5, 6, 7, 8]",2.7,3-5 feet (0.9-1.5 meters),deciduous,"Lobed, dark green, serrated edges",April,July to August,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, shade-tolerant, salt-tolerant","Open woods, prairies and moist hillsides[60].",Western N. America.,(4 of 5),(1 of 5),(2 of 5),,
Grossulariaceae,Ribes,hirtellum,"Currant-Gooseberry, Hairystem gooseberry",medium,"[4, 5, 6, 7, 8]",1,3-5 feet,deciduous,"Lobed, serrated, dark green",April.,Late summer to early fall,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, shade-tolerant",Rocky or swampy woods and clearings[43].,"Northern N. America - Newfoundland to Manitoba, West Virginia and South Dakota.",(3 of 5),(0 of 5),(0 of 5),,
Grossulariaceae,Ribes,inerme,"Whitestem Gooseberry, Klamath gooseberry",medium,"[5, 6, 7, 8, 9]",2,3-5 feet,deciduous,"Palmate, lobed, dark green","Small, white to pale yellow, bell-shaped",Late spring to early summer,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, shade-tolerant","Moist, often shaded places, 1000 - 3200 metres in California.","Western N. America - British Columbia to Montana, south to California.",(2 of 5),(0 of 5),(0 of 5),,
Grossulariaceae,Ribes,laxiflorum,"White-Flowered Currant, Trailing black currant",medium,"[4, 5, 6, 7, 8]",0.3,3-4 feet,deciduous,"Lobed, dark green, 3-5 inches long","Small, white to pale yellow, bell-shaped, blooming in spring",Late summer to early fall,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, shade-tolerant, cold-hardy","A spreading or decumbent plant, clambering over logs and stumps in moist places in California[71].",Western N. America - British Columbia to California.,(2 of 5),(1 of 5),(0 of 5),,
Grossulariaceae,Ribes,leptanthum,Trumpet Gooseberry,medium,"[5, 6, 7, 8, 9]",1,3-5 feet,deciduous,"Deciduous, lobed, dark green",May.,Late summer to early fall,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, shade-tolerant","Streamsides, 1800 - 2800 metres in Arizona.",South-western N. America.,(2 of 5),(0 of 5),(0 of 5),,
Grossulariaceae,Ribes,lobbii,Gummy Gooseberry,medium,"[6, 7, 8, 9]",1.8,3-5 feet,deciduous,"Lobed, dark green, serrated edges",April to May.,Late summer to early fall,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought tolerant, shade tolerant",Creek banks and lowland valleys to open or forested mountain slopes[60].,Western N. America - southern British Columbia to northern California.,(1 of 5),(1 of 5),(1 of 5),,
Grossulariaceae,Ribes,missouriense,Missouri Gooseberry,medium,"[4, 5, 6, 7, 8]",2,3-5 feet,deciduous,"Palmate, lobed, dark green",June.,Late summer to early fall,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, shade-tolerant","Dry to moist open woods, thickets and fence rows[228].","Central N. America - Illinois to Minnesota, South Dakota, Kansas and Tennessee.",(3 of 5),(0 of 5),(0 of 5),,
Grossulariaceae,Ribes,montigenum,Gooseberry-Currant,medium,"[5, 6, 7, 8, 9]",0.8,3-5 feet,deciduous,"Lobed, dark green, serrated edges",June,July to October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, tolerant of partial shade","By streams, in wet forests, ravines etc, in the sub-alpine zone[60].",Western N. America.,(3 of 5),(0 of 5),(0 of 5),,
Grossulariaceae,Ribes,niveum,"Slender Branched Gooseberry, Snow currant",medium,"[5, 6, 7, 8, 9]",2.7,3-5 feet,deciduous,"Simple, lobed, dark green",April.,Late spring to early summer,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, shade-tolerant","Thickets, usually by streams[60].",Western N. America.,(2 of 5),(0 of 5),(0 of 5),,
Grossulariaceae,Ribes,pinetorum,Orange Gooseberry,medium,"[5, 6, 7, 8, 9]",for,3-5 feet,deciduous,"Lobed, dark green, 3-5 inches long",May.,Late summer to early fall,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very acid","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, shade-tolerant",Pinewoods[11].,"South-western N. America - Arizona, New Mexico.",(3 of 5),(0 of 5),(0 of 5),,
Grossulariaceae,Ribes,roezlii,Sierra Gooseberry,medium,"[6, 7, 8, 9]",1.5,3-5 feet,deciduous,"Lobed, dark green, 3-5 inches long","Small, yellow-green, bell-shaped, blooms in spring",Late spring to early summer,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, shade-tolerant, deer-resistant","Dry open slopes, 1000 - 2500 metres.",South-western N. America - California.,(2 of 5),(0 of 5),(0 of 5),,
Grossulariaceae,Ribes,rotundifolium,Appalachian Gooseberry,medium,"[5, 6, 7, 8, 9]",1,3-5 feet,deciduous,"Lobed, dark green, serrated margins","Small, greenish-white, bell-shaped, clustered",Late summer to early fall,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Shade tolerant, drought tolerant, deer resistant","Open rocky places and thickets, ascending to the highest crests[43].",Eastern N. America - Massachusetts and New York to North Carolina.,(3 of 5),(1 of 5),(0 of 5),,
Grossulariaceae,Ribes,nigrum,"Blackcurrant, European black currant",medium,"[4, 5, 6, 7, 8]",1.8,1.5 to 2 meters,deciduous,March to November,April to May,July to August,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, shade-tolerant, cold-hardy","Hedges and woodlands, often by streams[9, 17].","Europe, including Britain, from Scandanavia south and east to France, Bulgaria, N. and C. Asia.",(5 of 5),(3 of 5),(2 of 5),,
Grossulariaceae,Ribes,rubrum,"Red Currant, Cultivated currant",medium,"[4, 5, 6, 7, 8]",1.2,3-5 feet (0.9-1.5 meters),deciduous,"Lobed, serrated, dark green",April to May,July to August,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant once established, tolerant of partial shade","Damp soils in hedges and woods, avoiding acid soils[7, 9, 17].","Western Europe, including Britain.",(4 of 5),(1 of 5),(2 of 5),,
Grossulariaceae,Ribes,uva-crispa,"Gooseberry, European gooseberry",medium,"[4, 5, 6, 7, 8]",1.2,1,deciduous,"Lobed, serrated, and palmate with a glossy green surface",March to May,July to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant once established, moderately tolerant of shade, and cold-hardy","Woods and hedges, often by streams[17].","Europe, including Britain, from Scandanavia south and east to N. Africa, Italy and the Caucasus.",(5 of 5),(1 of 5),(2 of 5),,
Hamamelidaceae,Hamamelis,virginiana,"Witch Hazel, American witchhazel, Common Witchhazel, Virginian Witchhazel, Witchhazel",slow,"[3, 4, 5, 6, 7, 8]",5,5,deciduous,"Alternate, ovate to elliptical, 3-10 cm long, serrated margins, dark green in summer, yellow to orange in fall",September to November,August to September,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Tolerant of partial shade, drought-resistant once established, prefers moist, well-drained soils","Edges of dry or moist woods, in rich soil and on the rocky banks of streams[43, 82]. The best specimens are found in deep rich soils[229].",Eastern N. America - Nova Scotia to Wisconsin and south to Texas and N. Florida.,(1 of 5),(5 of 5),(2 of 5),,
